word,arpabet,syllables,tokenized_word,hamming_distance,word_frequency,phon_vec
fish,"['F', 'IH', 'SH']",['fish'],['fish'],0.0,7.94e-05,"[20, 10, 32, 0, 0, 0, 0, 0]"
eye,['AY'],['eye'],['eye'],0.0,0.000105,"[6, 0, 0, 0, 0, 0, 0, 0]"
string,"['S', 'T', 'R', 'IH', 'NG']",['string'],['string'],0.0,2.51e-05,"[31, 33, 30, 10, 28, 0, 0, 0]"
leg,"['L', 'EH', 'G']",['leg'],['leg'],0.0,4.57e-05,"[25, 7, 21, 0, 0, 0, 0, 0]"
wing,"['W', 'IH', 'NG']",['wing'],['wing'],0.0,4.07e-05,"[36, 10, 28, 0, 0, 0, 0, 0]"
rail,"['R', 'EY', 'L']",['rail'],['rail'],0.0,2.57e-05,"[30, 9, 25, 0, 0, 0, 0, 0]"
airlines,"['EH', 'R', 'L', 'AY', 'N', 'Z']","['air', 'lines']","['air', 'lines']",0.0,1.55e-05,"[7, 30, 25, 6, 27, 38, 0, 0]"
valuable,"['V', 'AE', 'L', 'Y', 'AH', 'B', 'AH', 'L']","['valu', 'able']","['valu', 'able']",0.0,3.24e-05,"[35, 2, 25, 37, 3, 16, 3, 25]"
tone,"['T', 'OW', 'N']",['tone'],['tone'],0.0,3.09e-05,"[33, 12, 27, 0, 0, 0, 0, 0]"
hint,"['HH', 'IH', 'N', 'T']",['hint'],['hint'],0.0,1.17e-05,"[22, 10, 27, 33, 0, 0, 0, 0]"
device,"['D', 'IH', 'V', 'AY', 'S']",['device'],['device'],0.0,4.68e-05,"[18, 10, 35, 6, 31, 0, 0, 0]"
rent,"['R', 'EH', 'N', 'T']",['rent'],['rent'],0.0,3.8e-05,"[30, 7, 27, 33, 0, 0, 0, 0]"
las,"['L', 'AA', 'S']",['las'],['las'],0.0,1.91e-05,"[25, 1, 31, 0, 0, 0, 0, 0]"
dark,"['D', 'AA', 'R', 'K']",['dark'],['dark'],0.0,0.00011,"[18, 1, 30, 24, 0, 0, 0, 0]"
fare,"['F', 'EH', 'R']",['fare'],['fare'],0.0,8.71e-06,"[20, 7, 30, 0, 0, 0, 0, 0]"
packing,"['P', 'AE', 'K', 'IH', 'NG']","['pack', 'ing']","['pack', 'ing']",0.0,1.15e-05,"[29, 2, 24, 10, 28, 0, 0, 0]"
statute,"['S', 'T', 'AE', 'CH', 'UW', 'T']","['stat', 'ute']","['stat', 'ute']",0.0,6.76e-06,"[31, 33, 2, 17, 15, 33, 0, 0]"
loads,"['L', 'OW', 'D', 'Z']",['loads'],['loads'],0.0,1.66e-05,"[25, 12, 18, 38, 0, 0, 0, 0]"
blocking,"['B', 'L', 'AA', 'K', 'IH', 'NG']","['block', 'ing']","['block', 'ing']",0.0,1.32e-05,"[16, 25, 1, 24, 10, 28, 0, 0]"
papua,"['P', 'AE', 'P', 'Y', 'UW', 'AH']","['pap', 'ua']","['pap', 'ua']",0.0,2.63e-06,"[29, 2, 29, 37, 15, 3, 0, 0]"
advertiser,"['AE', 'D', 'V', 'ER', 'T', 'AY', 'Z', 'ER']","['ad', 'vert', 'iser']","['ad', 'vert', 'iser']",0.0,2.4e-06,"[2, 18, 35, 8, 33, 6, 38, 8]"
apple,"['AE', 'P', 'AH', 'L']",['apple'],['apple'],0.0,5.75e-05,"[2, 29, 3, 25, 0, 0, 0, 0]"
min,"['M', 'IH', 'N']",['min'],['min'],0.0,2.63e-05,"[26, 10, 27, 0, 0, 0, 0, 0]"
theory,"['TH', 'IH', 'R', 'IY']","['the', 'ory']","['the', 'ory']",0.0,7.59e-05,"[34, 10, 30, 11, 0, 0, 0, 0]"
enjoy,"['EH', 'N', 'JH', 'OY']","['en', 'joy']","['en', 'joy']",0.0,0.000123,"[7, 27, 23, 13, 0, 0, 0, 0]"
aid,"['EY', 'D']",['aid'],['aid'],0.0,5.62e-05,"[9, 18, 0, 0, 0, 0, 0, 0]"
seed,"['S', 'IY', 'D']",['seed'],['seed'],0.0,2.34e-05,"[31, 11, 18, 0, 0, 0, 0, 0]"
expertise,"['EH', 'K', 'S', 'P', 'ER', 'T', 'IY', 'Z']","['ex', 'pert', 'ise']","['ex', 'pert', 'ise']",0.0,1.15e-05,"[7, 24, 31, 29, 8, 33, 11, 38]"
peer,"['P', 'IH', 'R']",['peer'],['peer'],0.0,1.38e-05,"[29, 10, 30, 0, 0, 0, 0, 0]"
caught,"['K', 'AA', 'T']",['caught'],['caught'],0.0,7.94e-05,"[24, 1, 33, 0, 0, 0, 0, 0]"
gate,"['G', 'EY', 'T']",['gate'],['gate'],0.0,2.95e-05,"[21, 9, 33, 0, 0, 0, 0, 0]"
cottages,"['K', 'AA', 'T', 'IH', 'JH', 'IH', 'Z']","['cot', 'tages']","['cot', 'tages']",0.0,2.57e-06,"[24, 1, 33, 10, 23, 10, 38, 0]"
merge,"['M', 'ER', 'JH']",['merge'],['merge'],0.0,5.62e-06,"[26, 8, 23, 0, 0, 0, 0, 0]"
pushing,"['P', 'UH', 'SH', 'IH', 'NG']","['push', 'ing']","['push', 'ing']",0.0,2.75e-05,"[29, 14, 32, 10, 28, 0, 0, 0]"
core,"['K', 'AO', 'R']",['core'],['core'],0.0,5.37e-05,"[24, 4, 30, 0, 0, 0, 0, 0]"
newcastle,"['N', 'UW', 'K', 'AE', 'S', 'AH', 'L']","['new', 'castle']","['new', 'castle']",0.0,1.17e-05,"[27, 15, 24, 2, 31, 3, 25, 0]"
columns,"['K', 'AA', 'L', 'AH', 'M', 'Z']",['columns'],['columns'],0.0,9.33e-06,"[24, 1, 25, 3, 26, 38, 0, 0]"
disorders,"['D', 'IH', 'S', 'AO', 'R', 'D', 'ER', 'Z']","['dis', 'orders']","['dis', 'orders']",0.0,1.38e-05,"[18, 10, 31, 4, 30, 18, 8, 38]"
cookies,"['K', 'UH', 'K', 'IY', 'Z']","['cook', 'ies']","['cook', 'ies']",0.0,1.32e-05,"[24, 14, 24, 11, 38, 0, 0, 0]"
med,"['M', 'EH', 'D']",['med'],['med'],0.0,7.59e-06,"[26, 7, 18, 0, 0, 0, 0, 0]"
pool,"['P', 'UW', 'L']",['pool'],['pool'],0.0,4.68e-05,"[29, 15, 25, 0, 0, 0, 0, 0]"
proposals,"['P', 'R', 'AH', 'P', 'OW', 'Z', 'AH', 'L', 'Z']","['pro', 'pos', 'als']","['pro', 'pos', 'als']",0.0,1.58e-05,"[29, 30, 3, 29, 12, 38, 3, 25]"
das,"['D', 'AE', 'S']",['das'],['das'],0.0,5.37e-06,"[18, 2, 31, 0, 0, 0, 0, 0]"
friendship,"['F', 'R', 'EH', 'N', 'D', 'SH', 'IH', 'P']","['friend', 'ship']","['friend', 'ship']",0.0,2.45e-05,"[20, 30, 7, 27, 18, 32, 10, 29]"
passport,"['P', 'AE', 'S', 'P', 'AO', 'R', 'T']","['pass', 'port']","['pass', 'port']",0.0,1.12e-05,"[29, 2, 31, 29, 4, 30, 33, 0]"
para,"['P', 'EH', 'R', 'AH']",['para'],['para'],0.0,7.08e-06,"[29, 7, 30, 3, 0, 0, 0, 0]"
aged,"['EY', 'JH', 'D']",['aged'],['aged'],0.0,3.16e-05,"[9, 23, 18, 0, 0, 0, 0, 0]"
visits,"['V', 'IH', 'Z', 'AH', 'T', 'S']","['vis', 'its']","['vis', 'its']",0.0,2e-05,"[35, 10, 38, 3, 33, 31, 0, 0]"
sin,"['S', 'IH', 'N']",['sin'],['sin'],0.0,2.34e-05,"[31, 10, 27, 0, 0, 0, 0, 0]"
berlin,"['B', 'ER', 'L', 'IH', 'N']","['ber', 'lin']","['ber', 'lin']",0.0,2.4e-05,"[16, 8, 25, 10, 27, 0, 0, 0]"
units,"['Y', 'UW', 'N', 'AH', 'T', 'S']",['units'],['units'],0.0,5.89e-05,"[37, 15, 27, 3, 33, 31, 0, 0]"
biz,"['B', 'IH', 'Z']",['biz'],['biz'],0.0,1.86e-06,"[16, 10, 38, 0, 0, 0, 0, 0]"
pairs,"['P', 'EH', 'R', 'Z']",['pairs'],['pairs'],0.0,1.29e-05,"[29, 7, 30, 38, 0, 0, 0, 0]"
ads,"['AE', 'D', 'Z']",['ads'],['ads'],0.0,2.09e-05,"[2, 18, 38, 0, 0, 0, 0, 0]"
mary,"['M', 'EH', 'R', 'IY']",['mary'],['mary'],0.0,6.03e-05,"[26, 7, 30, 11, 0, 0, 0, 0]"
ring,"['R', 'IH', 'NG']",['ring'],['ring'],0.0,6.46e-05,"[30, 10, 28, 0, 0, 0, 0, 0]"
trust,"['T', 'R', 'AH', 'S', 'T']",['trust'],['trust'],0.0,0.000135,"[33, 30, 3, 31, 33, 0, 0, 0]"
van,"['V', 'AE', 'N']",['van'],['van'],0.0,6.03e-05,"[35, 2, 27, 0, 0, 0, 0, 0]"
multi,"['M', 'AH', 'L', 'T', 'IY']",['multi'],['multi'],0.0,3.47e-05,"[26, 3, 25, 33, 11, 0, 0, 0]"
ethics,"['EH', 'TH', 'IH', 'K', 'S']","['eth', 'ics']","['eth', 'ics']",0.0,1.55e-05,"[7, 34, 10, 24, 31, 0, 0, 0]"
dragon,"['D', 'R', 'AE', 'G', 'AH', 'N']",['dragon'],['dragon'],0.0,2.57e-05,"[18, 30, 2, 21, 3, 27, 0, 0]"
wellness,"['W', 'EH', 'L', 'N', 'AH', 'S']","['well', 'ness']","['well', 'ness']",0.0,3.72e-06,"[36, 7, 25, 27, 3, 31, 0, 0]"
cool,"['K', 'UW', 'L']",['cool'],['cool'],0.0,0.000141,"[24, 15, 25, 0, 0, 0, 0, 0]"
fin,"['F', 'IH', 'N']",['fin'],['fin'],0.0,5.01e-06,"[20, 10, 27, 0, 0, 0, 0, 0]"
mud,"['M', 'AH', 'D']",['mud'],['mud'],0.0,1.35e-05,"[26, 3, 18, 0, 0, 0, 0, 0]"
uni,"['Y', 'UW', 'N', 'IY']",['uni'],['uni'],0.0,4.9e-06,"[37, 15, 27, 11, 0, 0, 0, 0]"
tract,"['T', 'R', 'AE', 'K', 'T']",['tract'],['tract'],0.0,5.13e-06,"[33, 30, 2, 24, 33, 0, 0, 0]"
ballet,"['B', 'AE', 'L', 'EY']","['bal', 'let']","['bal', 'let']",0.0,8.91e-06,"[16, 2, 25, 9, 0, 0, 0, 0]"
skin,"['S', 'K', 'IH', 'N']",['skin'],['skin'],0.0,8.13e-05,"[31, 24, 10, 27, 0, 0, 0, 0]"
desperate,"['D', 'EH', 'S', 'P', 'R', 'IH', 'T']","['des', 'per', 'ate']","['des', 'per', 'ate']",0.0,2.09e-05,"[18, 7, 31, 29, 30, 10, 33, 0]"
nascar,"['N', 'AE', 'S', 'K', 'AA', 'R']","['nas', 'car']","['nas', 'car']",0.0,5.75e-06,"[27, 2, 31, 24, 1, 30, 0, 0]"
disaster,"['D', 'IH', 'Z', 'AE', 'S', 'T', 'ER']","['dis', 'aster']","['dis', 'aster']",0.0,2.45e-05,"[18, 10, 38, 2, 31, 33, 8, 0]"
serum,"['S', 'IH', 'R', 'AH', 'M']","['ser', 'um']","['ser', 'um']",0.0,5.5e-06,"[31, 10, 30, 3, 26, 0, 0, 0]"
theta,"['TH', 'EY', 'T', 'AH']",['theta'],['theta'],0.0,1.45e-06,"[34, 9, 33, 3, 0, 0, 0, 0]"
ala,"['EY', 'L', 'AH']",['ala'],['ala'],0.0,3.39e-06,"[9, 25, 3, 0, 0, 0, 0, 0]"
football,"['F', 'UH', 'T', 'B', 'AO', 'L']","['foot', 'ball']","['foot', 'ball']",0.0,0.000129,"[20, 14, 33, 16, 4, 25, 0, 0]"
uses,"['Y', 'UW', 'S', 'AH', 'Z']",['uses'],['uses'],0.0,7.59e-05,"[37, 15, 31, 3, 38, 0, 0, 0]"
likely,"['L', 'AY', 'K', 'L', 'IY']",['likely'],['likely'],0.0,0.000158,"[25, 6, 24, 25, 11, 0, 0, 0]"
isolated,"['AY', 'S', 'AH', 'L', 'EY', 'T', 'AH', 'D']","['isol', 'ated']","['isol', 'ated']",0.0,1.74e-05,"[6, 31, 3, 25, 9, 33, 3, 18]"
hobbies,"['HH', 'AA', 'B', 'IY', 'Z']","['hob', 'bies']","['hob', 'bies']",0.0,3.72e-06,"[22, 1, 16, 11, 38, 0, 0, 0]"
excess,"['EH', 'K', 'S', 'EH', 'S']","['ex', 'cess']","['ex', 'cess']",0.0,1.62e-05,"[7, 24, 31, 7, 31, 0, 0, 0]"
graduation,"['G', 'R', 'AE', 'JH', 'UW', 'EY', 'SH', 'AH', 'N']","['gradu', 'ation']","['gradu', 'ation']",0.0,1.17e-05,"[21, 30, 2, 23, 15, 9, 32, 3]"
giant,"['JH', 'AY', 'AH', 'N', 'T']","['gi', 'ant']","['gi', 'ant']",0.0,4.17e-05,"[23, 6, 3, 27, 33, 0, 0, 0]"
sacred,"['S', 'EY', 'K', 'R', 'AH', 'D']","['sac', 'red']","['sac', 'red']",0.0,1.74e-05,"[31, 9, 24, 30, 3, 18, 0, 0]"
chrome,"['K', 'R', 'OW', 'M']",['chrome'],['chrome'],0.0,7.94e-06,"[24, 30, 12, 26, 0, 0, 0, 0]"
dip,"['D', 'IH', 'P']",['dip'],['dip'],0.0,1.12e-05,"[18, 10, 29, 0, 0, 0, 0, 0]"
captain,"['K', 'AE', 'P', 'T', 'AH', 'N']","['cap', 'tain']","['cap', 'tain']",0.0,7.76e-05,"[24, 2, 29, 33, 3, 27, 0, 0]"
calgary,"['K', 'AE', 'L', 'G', 'ER', 'IY']","['cal', 'gary']","['cal', 'gary']",0.0,6.03e-06,"[24, 2, 25, 21, 8, 11, 0, 0]"
streaming,"['S', 'T', 'R', 'IY', 'M', 'IH', 'NG']","['stream', 'ing']","['stream', 'ing']",0.0,1.66e-05,"[31, 33, 30, 11, 26, 10, 28, 0]"
compound,"['K', 'AA', 'M', 'P', 'AW', 'N', 'D']","['com', 'pound']","['com', 'pound']",0.0,1.51e-05,"[24, 1, 26, 29, 5, 27, 18, 0]"
blast,"['B', 'L', 'AE', 'S', 'T']",['blast'],['blast'],0.0,2.09e-05,"[16, 25, 2, 31, 33, 0, 0, 0]"
plane,"['P', 'L', 'EY', 'N']",['plane'],['plane'],0.0,5.25e-05,"[29, 25, 9, 27, 0, 0, 0, 0]"
northern,"['N', 'AO', 'R', 'DH', 'ER', 'N']","['north', 'ern']","['north', 'ern']",0.0,7.08e-05,"[27, 4, 30, 19, 8, 27, 0, 0]"
java,"['JH', 'AA', 'V', 'AH']",['java'],['java'],0.0,1e-05,"[23, 1, 35, 3, 0, 0, 0, 0]"
guest,"['G', 'EH', 'S', 'T']",['guest'],['guest'],0.0,3.8e-05,"[21, 7, 31, 33, 0, 0, 0, 0]"
pass,"['P', 'AE', 'S']",['pass'],['pass'],0.0,0.000112,"[29, 2, 31, 0, 0, 0, 0, 0]"
protein,"['P', 'R', 'OW', 'T', 'IY', 'N']","['pro', 'tein']","['pro', 'tein']",0.0,3.39e-05,"[29, 30, 12, 33, 11, 27, 0, 0]"
plant,"['P', 'L', 'AE', 'N', 'T']",['plant'],['plant'],0.0,7.76e-05,"[29, 25, 2, 27, 33, 0, 0, 0]"
leon,"['L', 'IY', 'AA', 'N']","['le', 'on']","['le', 'on']",0.0,8.32e-06,"[25, 11, 1, 27, 0, 0, 0, 0]"
ate,"['EY', 'T']",['ate'],['ate'],0.0,2.19e-05,"[9, 33, 0, 0, 0, 0, 0, 0]"
match,"['M', 'AE', 'CH']",['match'],['match'],0.0,0.000135,"[26, 2, 17, 0, 0, 0, 0, 0]"
vehicle,"['V', 'IY', 'HH', 'IH', 'K', 'AH', 'L']",['vehicle'],['vehicle'],0.0,5.75e-05,"[35, 11, 22, 10, 24, 3, 25, 0]"
clone,"['K', 'L', 'OW', 'N']",['clone'],['clone'],0.0,4.79e-06,"[24, 25, 12, 27, 0, 0, 0, 0]"
lambda,"['L', 'AE', 'M', 'D', 'AH']",['lambda'],['lambda'],0.0,1.15e-06,"[25, 2, 26, 18, 3, 0, 0, 0]"
relay,"['R', 'IY', 'L', 'EY']","['re', 'lay']","['re', 'lay']",0.0,7.24e-06,"[30, 11, 25, 9, 0, 0, 0, 0]"
composed,"['K', 'AH', 'M', 'P', 'OW', 'Z', 'D']","['com', 'posed']","['com', 'posed']",0.0,1.86e-05,"[24, 3, 26, 29, 12, 38, 18, 0]"
cab,"['K', 'AE', 'B']",['cab'],['cab'],0.0,8.91e-06,"[24, 2, 16, 0, 0, 0, 0, 0]"
nav,"['N', 'AE', 'V']",['nav'],['nav'],0.0,1.82e-06,"[27, 2, 35, 0, 0, 0, 0, 0]"
cyber,"['S', 'AY', 'B', 'ER']","['cy', 'ber']","['cy', 'ber']",0.0,9.55e-06,"[31, 6, 16, 8, 0, 0, 0, 0]"
sense,"['S', 'EH', 'N', 'S']",['sense'],['sense'],0.0,0.000155,"[31, 7, 27, 31, 0, 0, 0, 0]"
pack,"['P', 'AE', 'K']",['pack'],['pack'],0.0,4.57e-05,"[29, 2, 24, 0, 0, 0, 0, 0]"
bang,"['B', 'AE', 'NG']",['bang'],['bang'],0.0,2.09e-05,"[16, 2, 28, 0, 0, 0, 0, 0]"
mega,"['M', 'EH', 'G', 'AH']",['mega'],['mega'],0.0,1.05e-05,"[26, 7, 21, 3, 0, 0, 0, 0]"
variations,"['V', 'EH', 'R', 'IY', 'EY', 'SH', 'AH', 'N', 'Z']","['vari', 'ations']","['vari', 'ations']",0.0,1.23e-05,"[35, 7, 30, 11, 9, 32, 3, 27]"
gap,"['G', 'AE', 'P']",['gap'],['gap'],0.0,2.95e-05,"[21, 2, 29, 0, 0, 0, 0, 0]"
harvest,"['HH', 'AA', 'R', 'V', 'AH', 'S', 'T']","['har', 'vest']","['har', 'vest']",0.0,1.07e-05,"[22, 1, 30, 35, 3, 31, 33, 0]"
previews,"['P', 'R', 'IY', 'V', 'Y', 'UW', 'Z']","['pre', 'views']","['pre', 'views']",0.0,2.14e-06,"[29, 30, 11, 35, 37, 15, 38, 0]"
floor,"['F', 'L', 'AO', 'R']",['floor'],['floor'],0.0,8.71e-05,"[20, 25, 4, 30, 0, 0, 0, 0]"
german,"['JH', 'ER', 'M', 'AH', 'N']","['ger', 'man']","['ger', 'man']",0.0,8.91e-05,"[23, 8, 26, 3, 27, 0, 0, 0]"
monster,"['M', 'AA', 'N', 'S', 'T', 'ER']","['mon', 'ster']","['mon', 'ster']",0.0,3.09e-05,"[26, 1, 27, 31, 33, 8, 0, 0]"
alex,"['AE', 'L', 'AH', 'K', 'S']",['alex'],['alex'],0.0,4.17e-05,"[2, 25, 3, 24, 31, 0, 0, 0]"
rubber,"['R', 'AH', 'B', 'ER']","['rub', 'ber']","['rub', 'ber']",0.0,1.7e-05,"[30, 3, 16, 8, 0, 0, 0, 0]"
villa,"['V', 'IH', 'L', 'AH']",['villa'],['villa'],0.0,1.58e-05,"[35, 10, 25, 3, 0, 0, 0, 0]"
bone,"['B', 'OW', 'N']",['bone'],['bone'],0.0,2.95e-05,"[16, 12, 27, 0, 0, 0, 0, 0]"
locally,"['L', 'OW', 'K', 'AH', 'L', 'IY']","['loc', 'ally']","['loc', 'ally']",0.0,1.29e-05,"[25, 12, 24, 3, 25, 11, 0, 0]"
proposed,"['P', 'R', 'AH', 'P', 'OW', 'Z', 'D']","['pro', 'posed']","['pro', 'posed']",0.0,5.13e-05,"[29, 30, 3, 29, 12, 38, 18, 0]"
boys,"['B', 'OY', 'Z']",['boys'],['boys'],0.0,0.000107,"[16, 13, 38, 0, 0, 0, 0, 0]"
outdoor,"['AW', 'T', 'D', 'AO', 'R']","['out', 'door']","['out', 'door']",0.0,1.7e-05,"[5, 33, 18, 4, 30, 0, 0, 0]"
deep,"['D', 'IY', 'P']",['deep'],['deep'],0.0,0.000112,"[18, 11, 29, 0, 0, 0, 0, 0]"
rest,"['R', 'EH', 'S', 'T']",['rest'],['rest'],0.0,0.00017,"[30, 7, 31, 33, 0, 0, 0, 0]"
mailing,"['M', 'EY', 'L', 'IH', 'NG']","['mail', 'ing']","['mail', 'ing']",0.0,3.98e-06,"[26, 9, 25, 10, 28, 0, 0, 0]"
ash,"['AE', 'SH']",['ash'],['ash'],0.0,1.45e-05,"[2, 32, 0, 0, 0, 0, 0, 0]"
router,"['R', 'UW', 'T', 'ER']",['router'],['router'],0.0,3.16e-06,"[30, 15, 33, 8, 0, 0, 0, 0]"
concrete,"['K', 'AH', 'N', 'K', 'R', 'IY', 'T']","['con', 'crete']","['con', 'crete']",0.0,2.75e-05,"[24, 3, 27, 24, 30, 11, 33, 0]"
editing,"['EH', 'D', 'AH', 'T', 'IH', 'NG']","['edit', 'ing']","['edit', 'ing']",0.0,1.86e-05,"[7, 18, 3, 33, 10, 28, 0, 0]"
folder,"['F', 'OW', 'L', 'D', 'ER']",['folder'],['folder'],0.0,5.5e-06,"[20, 12, 25, 18, 8, 0, 0, 0]"
broadcast,"['B', 'R', 'AO', 'D', 'K', 'AE', 'S', 'T']","['broad', 'cast']","['broad', 'cast']",0.0,2.45e-05,"[16, 30, 4, 18, 24, 2, 31, 33]"
reunion,"['R', 'IY', 'UW', 'N', 'Y', 'AH', 'N']","['re', 'union']","['re', 'union']",0.0,8.51e-06,"[30, 11, 15, 27, 37, 3, 27, 0]"
patents,"['P', 'AE', 'T', 'AH', 'N', 'T', 'S']","['pat', 'ents']","['pat', 'ents']",0.0,5.89e-06,"[29, 2, 33, 3, 27, 33, 31, 0]"
fig,"['F', 'IH', 'G']",['fig'],['fig'],0.0,1.26e-05,"[20, 10, 21, 0, 0, 0, 0, 0]"
metro,"['M', 'EH', 'T', 'R', 'OW']",['metro'],['metro'],0.0,1.51e-05,"[26, 7, 33, 30, 12, 0, 0, 0]"
strip,"['S', 'T', 'R', 'IH', 'P']",['strip'],['strip'],0.0,2.29e-05,"[31, 33, 30, 10, 29, 0, 0, 0]"
tab,"['T', 'AE', 'B']",['tab'],['tab'],0.0,9.12e-06,"[33, 2, 16, 0, 0, 0, 0, 0]"
salvador,"['S', 'AE', 'L', 'V', 'AH', 'D', 'AO', 'R']","['sal', 'vador']","['sal', 'vador']",0.0,5.25e-06,"[31, 2, 25, 35, 3, 18, 4, 30]"
ali,"['AA', 'L', 'IY']",['ali'],['ali'],0.0,2.04e-05,"[1, 25, 11, 0, 0, 0, 0, 0]"
monroe,"['M', 'AH', 'N', 'R', 'OW']","['mon', 'roe']","['mon', 'roe']",0.0,7.76e-06,"[26, 3, 27, 30, 12, 0, 0, 0]"
pas,"['P', 'AA', 'Z']",['pas'],['pas'],0.0,3.89e-06,"[29, 1, 38, 0, 0, 0, 0, 0]"
clearing,"['K', 'L', 'IH', 'R', 'IH', 'NG']","['clear', 'ing']","['clear', 'ing']",0.0,1.1e-05,"[24, 25, 10, 30, 10, 28, 0, 0]"
zone,"['Z', 'OW', 'N']",['zone'],['zone'],0.0,5.25e-05,"[38, 12, 27, 0, 0, 0, 0, 0]"
cat,"['K', 'AE', 'T']",['cat'],['cat'],0.0,6.03e-05,"[24, 2, 33, 0, 0, 0, 0, 0]"
die,"['D', 'AY']",['die'],['die'],0.0,0.000117,"[18, 6, 0, 0, 0, 0, 0, 0]"
nickel,"['N', 'IH', 'K', 'AH', 'L']","['nick', 'el']","['nick', 'el']",0.0,6.61e-06,"[27, 10, 24, 3, 25, 0, 0, 0]"
signing,"['S', 'AY', 'N', 'IH', 'NG']","['sign', 'ing']","['sign', 'ing']",0.0,2.51e-05,"[31, 6, 27, 10, 28, 0, 0, 0]"
bench,"['B', 'EH', 'N', 'CH']",['bench'],['bench'],0.0,2.45e-05,"[16, 7, 27, 17, 0, 0, 0, 0]"
flashing,"['F', 'L', 'AE', 'SH', 'IH', 'NG']","['flash', 'ing']","['flash', 'ing']",0.0,4.79e-06,"[20, 25, 2, 32, 10, 28, 0, 0]"
led,"['L', 'EH', 'D']",['led'],['led'],0.0,0.000129,"[25, 7, 18, 0, 0, 0, 0, 0]"
brook,"['B', 'R', 'UH', 'K']",['brook'],['brook'],0.0,5.5e-06,"[16, 30, 14, 24, 0, 0, 0, 0]"
showing,"['SH', 'OW', 'IH', 'NG']","['show', 'ing']","['show', 'ing']",0.0,7.59e-05,"[32, 12, 10, 28, 0, 0, 0, 0]"
funding,"['F', 'AH', 'N', 'D', 'IH', 'NG']","['fund', 'ing']","['fund', 'ing']",0.0,4.27e-05,"[20, 3, 27, 18, 10, 28, 0, 0]"
devices,"['D', 'IH', 'V', 'AY', 'S', 'AH', 'Z']",['devices'],['devices'],0.0,3.89e-05,"[18, 10, 35, 6, 31, 3, 38, 0]"
lord,"['L', 'AO', 'R', 'D']",['lord'],['lord'],0.0,0.000126,"[25, 4, 30, 18, 0, 0, 0, 0]"
landing,"['L', 'AE', 'N', 'D', 'IH', 'NG']","['land', 'ing']","['land', 'ing']",0.0,2.51e-05,"[25, 2, 27, 18, 10, 28, 0, 0]"
retain,"['R', 'IH', 'T', 'EY', 'N']","['re', 'tain']","['re', 'tain']",0.0,1.45e-05,"[30, 10, 33, 9, 27, 0, 0, 0]"
ten,"['T', 'EH', 'N']",['ten'],['ten'],0.0,0.000112,"[33, 7, 27, 0, 0, 0, 0, 0]"
helmet,"['HH', 'EH', 'L', 'M', 'AH', 'T']","['hel', 'met']","['hel', 'met']",0.0,1.05e-05,"[22, 7, 25, 26, 3, 33, 0, 0]"
postcard,"['P', 'OW', 'S', 'T', 'K', 'AA', 'R', 'D']","['post', 'card']","['post', 'card']",0.0,2.75e-06,"[29, 12, 31, 33, 24, 1, 30, 18]"
elephant,"['EH', 'L', 'AH', 'F', 'AH', 'N', 'T']","['ele', 'phant']","['ele', 'phant']",0.0,1.2e-05,"[7, 25, 3, 20, 3, 27, 33, 0]"
grant,"['G', 'R', 'AE', 'N', 'T']",['grant'],['grant'],0.0,4.68e-05,"[21, 30, 2, 27, 33, 0, 0, 0]"
sub,"['S', 'AH', 'B']",['sub'],['sub'],0.0,4.57e-05,"[31, 3, 16, 0, 0, 0, 0, 0]"
agree,"['AH', 'G', 'R', 'IY']",['agree'],['agree'],0.0,9.33e-05,"[3, 21, 30, 11, 0, 0, 0, 0]"
beyond,"['B', 'IH', 'AA', 'N', 'D']","['bey', 'ond']","['bey', 'ond']",0.0,9.55e-05,"[16, 10, 1, 27, 18, 0, 0, 0]"
formats,"['F', 'AO', 'R', 'M', 'AE', 'T', 'S']",['formats'],['formats'],0.0,5.75e-06,"[20, 4, 30, 26, 2, 33, 31, 0]"
gem,"['JH', 'EH', 'M']",['gem'],['gem'],0.0,7.41e-06,"[23, 7, 26, 0, 0, 0, 0, 0]"
path,"['P', 'AE', 'TH']",['path'],['path'],0.0,5.13e-05,"[29, 2, 34, 0, 0, 0, 0, 0]"
chief,"['CH', 'IY', 'F']",['chief'],['chief'],0.0,0.000129,"[17, 11, 20, 0, 0, 0, 0, 0]"
rats,"['R', 'AE', 'T', 'S']",['rats'],['rats'],0.0,1.12e-05,"[30, 2, 33, 31, 0, 0, 0, 0]"
airports,"['EH', 'R', 'P', 'AO', 'R', 'T', 'S']","['air', 'ports']","['air', 'ports']",0.0,8.51e-06,"[7, 30, 29, 4, 30, 33, 31, 0]"
packets,"['P', 'AE', 'K', 'IH', 'T', 'S']","['pack', 'ets']","['pack', 'ets']",0.0,3.31e-06,"[29, 2, 24, 10, 33, 31, 0, 0]"
undo,"['AH', 'N', 'D', 'UW']",['undo'],['undo'],0.0,3.72e-06,"[3, 27, 18, 15, 0, 0, 0, 0]"
dev,"['D', 'EH', 'V']",['dev'],['dev'],0.0,5.75e-06,"[18, 7, 35, 0, 0, 0, 0, 0]"
cup,"['K', 'AH', 'P']",['cup'],['cup'],0.0,0.000129,"[24, 3, 29, 0, 0, 0, 0, 0]"
uri,"['Y', 'ER', 'IY']",['uri'],['uri'],0.0,1.82e-06,"[37, 8, 11, 0, 0, 0, 0, 0]"
